   3.0000000000000000        16.337151281612435        16.614815713092550               12
   13.210526315789474        162.83248240677349        118.22542392255492                1
   23.421052631578949        1256.1949047599871        1317.6490222861132                2
   33.631578947368425        7502.7168170103087        7802.8324479075736                4
   43.842105263157897        34698.792847938144        34571.220070106872                8
   54.052631578947370        124286.82280927834        121476.50975762628               15
   64.263157894736850        344843.36469072162        340233.22048878419               25
   74.473684210526315        741250.42783505155        741356.46543810237               35
   84.684210526315795        1234526.3711340206        1245712.5480888581               40
   94.894736842105274        1593162.5360824740        1577536.4272989787               36
   105.10526315789474        1593162.4381443297        1607635.8202181754               27
   115.31578947368422        1234526.5670103093        1258162.7726310906               16
   125.52631578947370        741250.52577319578        709991.10152645747                7
   135.73684210526318        344843.46262886596        384737.92345108150                3
   145.94736842105263        124286.81056701030        159418.72236866786                1
   156.15789473684211        34698.789787371134        0.0000000000000000                0
   166.36842105263159        7502.7168170103087        0.0000000000000000                0
   176.57894736842107        1256.1954786163014        0.0000000000000000                0
   186.78947368421055        162.83249436211338        0.0000000000000000                0
   197.00000000000000        16.337152776029921        0.0000000000000000                0
