           1   236.44047066542385        6920924.4582015760        6920924.2468502847        2.0076697868276475E-005   5.2914050407554362E-003
           2   226.44664569065583        6079898.9765584143        6079898.4579318427        4.6512694366608636E-004   4.6483972660476503E-003
           3   220.40331770591376        5606000.2003370952        5605999.2217909321        7.0922458060713328E-004   4.2860767554500417E-003
           4   216.01470671699394        5277748.6303257113        5277747.5128906639        9.1945067200275524E-004   4.0351113229210069E-003
           5   212.54664472574996        5027609.3942027828        5027608.0284880437        1.1083615983151387E-003   3.8438667316711664E-003
           6   209.66788973301811        4826080.5654331977        4826078.9561229525        1.2817302366506128E-003   3.6897873180933172E-003
           7   207.19998473924898        4657660.9496195037        4657660.2684123088        1.4429333857883539E-003   3.5610225084632902E-003
           8   205.03551274471374        4513215.8962453716        4513213.8935901858        1.5941928481133559E-003   3.4505857736297201E-003
           9   203.10467974958863        4386909.1646939833        4386907.1337211970        1.7370832808416537E-003   3.3540177139292520E-003
          10   201.35951575399474        4274793.6212167973        4274793.3480299376        1.8727758115186788E-003   3.2683009180815171E-003
          11   199.76559675801900        4174081.0991641534        4174079.7413201537        2.0021721038331040E-003   3.1913001495122990E-003
          12   198.29736376172593        4082720.9414748945        4082718.8349071420        2.1259909105730448E-003   3.1214500047224893E-003
          13   196.93530576516480        3999166.3357763030        3999165.6702327696        2.2448157792078517E-003   3.0575692828766678E-003
          14   195.66418076837408        3922226.3233961016        3922226.2083946215        2.3591268262070412E-003   2.9987450793913218E-003
          15   194.47184877138443        3850961.8129124739        3850958.8628178146        2.4693269240413612E-003   2.9442575025625485E-003
          16   193.34848177422066        3784610.2423268170        3784608.4036357366        2.5757647744212827E-003   2.8935291400418541E-003
          17   192.28600577690315        3722561.5489362627        3722559.8200829774        2.6787332527338403E-003   2.8460897842459538E-003
          18   191.27770577944887        3664307.4331719093        3664305.8264061986        2.7784901279538916E-003   2.8015515889426709E-003
          19   190.31793478187205        3609425.6890093903        3609423.1527553531        2.8752597748594321E-003   2.7595909424093148E-003
          20   189.40189778418483        3557558.7485669740        3557555.0536976890        2.9692415275287759E-003   2.7199350942857014E-003
          21   188.52548778639755        3508401.6553712422        3508398.1249490692        3.0606132780944305E-003   2.6823520762824520E-003
          22   187.68515878851917        3461695.4371971642        3461692.1815099777        3.1495318740325006E-003   2.6466429634917259E-003
          23   186.87782779055749        3417214.7091064076        3417212.4730708157        3.2361397360657022E-003   2.6126359226613877E-003
          24   186.10079679251930        3374764.5611329549        3374763.5406849096        3.3205644585835984E-003   2.5801815153033399E-003
          25   185.35169079441062        3334174.5777449124        3334174.3568548220        3.4029216005128527E-003   2.5491489820377985E-003
          26   184.62840779623673        3295295.1137634674        3295294.4289996354        3.4833160323872563E-003   2.5194232634922196E-003
          27   183.92907879800237        3257991.0177294351        3257990.6829118021        3.5618466041470792E-003   2.4909026175426482E-003
          28   183.25203379971174        3222144.9871555096        3222144.8557616281        3.6386010270371256E-003   2.4634966261306195E-003
          29   182.59577380136864        3187654.8074783930        3187651.3587921527        3.7136570373569140E-003   2.4371245611827003E-003
          30   181.95894980297646        3154419.9412468574        3154415.6277543143        3.7870967952240001E-003   2.4117141234327360E-003
          31   181.34034280453830        3122352.8120143842        3122352.6195409051        3.8589933496513073E-003   2.3872002930206450E-003
          32   180.73884480605693        3091388.4943467015        3091385.4420319116        3.9293967526168733E-003   2.3635242819382190E-003
          33   180.15344980753491        3061445.4400441064        3061444.5647815722        3.9983821803534839E-003   2.3406329305584975E-003
          34   179.58323780897456        3032470.4455707045        3032466.7193627246        4.0659927759248479E-003   2.3184778668920653E-003
          35   179.02736881037799        3004394.8312070239        3004394.3560619848        4.1322957333504570E-003   2.2970150912023798E-003
          36   178.48506981174717        2977178.1586393821        2977174.7797040818        4.1973234710843636E-003   2.2762043152987159E-003
          37   177.95563181308387        2950760.3058739007        2950759.8219510140        4.2611386369844489E-003   2.2560087119918980E-003
          38   177.43839881438976        2925109.9280135166        2925105.1360356901        4.3237658492942151E-003   2.2363943758816418E-003
          39   176.93276681566635        2900173.2962526530        2900170.0131752631        4.3852647549863536E-003   2.2173301829950393E-003
          40   176.43817481691508        2875922.6658034185        2875916.8186198743        4.4456589778403581E-003   2.1987873596166141E-003
          41   175.95410381813724        2852314.0065373178        2852310.8395066485        4.5049990011189660E-003   2.1807393659648215E-003
          42   175.48006981933406        2829324.3131398349        2829319.8507830845        4.5633046781021133E-003   2.1631615643179993E-003
          43   175.01562282050668        2806919.0230808053        2806913.9866263755        4.6206157562132689E-003   2.1460311207077763E-003
          44   174.56034282165615        2785071.5472556041        2785065.4747422575        4.6769610067492907E-003   2.1293268017767838E-003
          45   174.11383782278347        2763753.1427375060        2763748.4762697206        4.7323744587684288E-003   2.1130288523775122E-003
          46   173.67574082388956        2742940.5719742072        2742938.8850098629        4.7868824652236601E-003   2.0971188420723739E-003
          47   173.24570682497529        2722617.8234868362        2722614.1342642452        4.8404998737474293E-003   2.0815795174516189E-003
          48   172.82341282604148        2702758.4485769696        2702753.1514774607        4.8932610282702996E-003   2.0663947674552327E-003
          49   172.40855582708889        2683338.9151135939        2683336.2220005589        4.9451968374468313E-003   2.0515495192130156E-003
          50   172.00084982811825        2664346.3146518287        2664344.8113573231        4.9963199150882083E-003   2.0370296021579477E-003
          51   171.60002482913023        2645766.5753562087        2645761.4859499456        5.0466455248767018E-003   2.0228216874015703E-003
          52   171.20582783012549        2627571.7046889584        2627569.9288360374        5.0962166248559601E-003   2.0089132997963264E-003
