   10.000000000000000        7.9918704422557104E-007   806.127441       1.53959000               2
   20.000000000000000        6.6915111951401368E-006   6478.82178       1.54670477               2
   30.000000000000000        4.3634134145172810E-005   40726.4219       2.88080502               3
   40.000000000000000        2.2159241751371498E-004   200273.656       5.97647667               6
   50.000000000000000        8.7641501248419225E-004   770569.375       11.7734327              12
   60.000000000000000        2.6995482880985155E-003   2320095.50       20.5141468              21
   70.000000000000000        6.4758796931907022E-003   5467163.00       30.4417248              30
   80.000000000000000        1.2098536057620950E-002   10083834.0       37.6146545              38
   90.000000000000000        1.7603266093287225E-002   14558960.0       38.1420631              38
   100.00000000000000        1.9947113742532132E-002   16454933.0       31.4266071              31
   110.00000000000000        1.7603266093287225E-002   14558960.0       20.8907318              21
   120.00000000000000        1.2098536057620950E-002   10083832.0       11.1450806              11
   130.00000000000000        6.4758796931907022E-003   5467163.00       4.75262260               5
   140.00000000000000        2.6995482880985155E-003   2320095.25       1.61481607               2
   150.00000000000000        8.7641501248419225E-004   770569.438      0.436053097               0
   160.00000000000000        2.2159241751371498E-004   200273.625       9.33824331E-02           0
   170.00000000000000        4.3634134145172810E-005   40726.4258       1.58318225E-02           0
   180.00000000000000        6.6915111951401368E-006   6478.81982       2.12167925E-03           0
   190.00000000000000        7.9918704422557104E-007   806.127502       2.24462754E-04           0
