   5.0000000000000000        7717.4563322368422        7719.6376561696761             1245
   15.555555555555555        21871.087993421053        21845.399531628515              117
   26.111111111111111        54831.179605263162        54750.148250993836               62
   36.666666666666664        121604.99210526315        122264.91412002784               50
   47.222222222222221        238587.25263157894        240278.35223184017               46
   57.777777777777779        414113.63684210525        411403.99973137520               43
   68.333333333333329        635874.82105263160        633104.44373151276               40
   78.888888888888886        863787.50526315789        852379.73048193497               35
   89.444444444444443        1038071.4631578948        1029379.8486830128               29
   100.00000000000000        1103656.4526315790        1091290.1425589263               22
   110.55555555555556        1038071.7473684211        1005426.9554526436               15
   121.11111111111111        863787.59999999998        881189.91272474360               10
   131.66666666666666        635874.96315789479        679354.29368322017                6
   142.22222222222223        414113.58947368420        428096.01665689074                3
   152.77777777777777        238587.25263157894        176887.89658568840                1
   163.33333333333334        121605.00394736843        216143.42421197833                1
   173.88888888888889        54831.167763157893        0.0000000000000000                0
   184.44444444444443        21871.080592105263        0.0000000000000000                0
   195.00000000000000        7717.4548519736845        0.0000000000000000                0
